SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]OCC[*],,6.423245873936808,,10.1007_s00289-019-03031-3_part_3.txt_段1_Material1,2650000.0000000005
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.079181246047625,,10.1007_s10570-012-9673-9_part_2.txt_段1_Material1,1200000.0000000007
OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.657055852857104,,10.1007_s10570-014-0433-x_part_2.txt_段1_Material1,4539999.999999998
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.962369335670021,,10.1007_s10570-016-0923-0_part_3.txt_段1_Material1,9170000.000000006
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OCC1OC(C(C(C1O[*])O)O)[*],,6.57978359661681,,10.1007_s10570-021-04009-z_part_3.txt_段1_Material1,3799999.9999999995
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.959041392321094,,10.1007_s10570-021-03838-2_part_2.txt_段1_Material1,910000.0000000006
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]C([H])([H])C(O)([H])[*],,6.079181246047625,,10.1016_j.carbpol.2017.03.017_part_1.txt_段1_Material1,1200000.0000000007
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.857332496431268,,10.1007_s10570-017-1387-6_part_1.txt_段1_Material3,7199999.9999999935
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]CC(C#N)[*],,7.012837224705172,,10.1007_s10965-018-1659-3_part_2.txt_段1_Material2,10299999.999999996
OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,[*]OCC[*],,5.950364854376123,,10.1016_j.indcrop.2019.111644_part_2.txt_段1_Material1,892000.0000000002
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.176091259055681,,10.1007_s10570-013-0007-3_part_5.txt_段1_Material3,15000000.000000004
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.939758797292041,,10.1002_pen.23772_part_2.txt_段1_Material2,870480.0000000007
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.592176757395867,,10.4028_www.scientific.net_kem.531-532.73_part_1.txt_段1_Material1,3910000.0000000033
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,6.200303182981585,,10.1002_app.33422_part_1.txt_段1_Material3,1586000.0000000012
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[*]OCC[*],,5.892094602690481,,10.1016_j.polymdegradstab.2013.09.012_part_1.txt_段1_Material2,780000.0000000007
OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.919078092376074,,10.1016_j.polymdegradstab.2018.05.020_part_1.txt_段1_Material1,8299999.999999997
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,6.644044492814749,,10.1016_j.carbpol.2013.07.033_part_1.txt_段1_Material1,4406000.000000003
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C(N)C([*])C[*],,2.7781512503836434,,10.1080_09205063.2021.1922170_part_1.txt_段1_Material1,599.9999999999997
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.079181246047625,,10.3390_jfb6040999_part_1.txt_段1_Material1,1200000.0000000007
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C1CCCN1C([*])C[*],,6.283301228703549,,10.1002_app.41042_part_2.txt_段1_Material1,1919999.9999999984
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC(C(C1OC2OC(C(C(C2O)O)OC3OC(C(C(C3O)O)O)COC4OC(C(C(C4O)O)OC5OC(C(C(C5O)O)OC6OC(C(C(C6O)O[*])O)C)CO)CO)CO)O[*])COC1CO,,5.536937022704674,,10.1016_j.carbpol.2020.116734_part_4.txt_段1_Material2,344300.0000000001
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.301029995663981,,10.3390_molecules24010127_part_1.txt_段1_Material1,2000000.0000000002
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.472902651803664,,10.1016_j.carbpol.2012.07.037_part_1.txt_段1_Material1,2970999.9999999986
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(C(OC1O[*])COC(C)=O)C(O)C1NC(C)=O,,6.531478917042255,,10.1016_j.carbpol.2019.05.013_part_1.txt_段1_Material1,3400000.000000002
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C(CCCCCO[*])=O,,6.033423755486949,,10.1007_s10965-021-02685-w_part_2.txt_段1_Material7,1079999.9999999993
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C([H])([H])C(O)([H])[*],,6.260548372636979,,10.1016_j.carbpol.2015.12.072_part_5.txt_段1_Material1,1821999.9999999984
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1=CC=C([*])N1,,5.295127085252191,,10.1016_j.compositesa.2010.06.014_part_2.txt_段1_Material2,197299.9999999999
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,5.301029995663981,,10.1002_app.41686_part_1.txt_段1_Material1,200000.00000000003
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,6.324282455297693,,10.3390_coatings7120224_part_1.txt_段1_Material1,2110000.000000002
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC(C#N)[*],,6.3670482644844935,,10.1016_j.polymertesting.2018.04.031_part_1.txt_段1_Material1,2328350.0000000005
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC(C1=CC=CC=C1)[*],,7.204119982655925,,10.1016_j.polymertesting.2018.04.031_part_2.txt_段1_Material4,16000000.00000001
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CCC1C([*])C2CCC1C2,,6.012837224705172,,10.1007_s10965-021-02685-w_part_2.txt_段1_Material8,1029999.9999999995
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,5.176091259055681,,10.1016_j.ijbiomac.2019.04.115_part_1.txt_段1_Material1,150000.00000000003
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,6.002166061756507,,10.1016_j.foodhyd.2014.09.038_part_2.txt_段1_Material3,1004999.9999999993
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,6.489395921727129,,10.1080_03602559.2018.1542726_part_2.txt_段1_Material1,3085999.999999999
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OCC[*],,4.698970004336019,,10.1007_s10570-014-0231-5_part_2.txt_段1_Material1,49999.99999999999
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.477121254719663,,10.1016_j.jphotobiol.2014.08.017_part_1.txt_段1_Material1,300000.0000000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],,4.02816441942447,,10.1016_j.carbpol.2017.07.004_part_2.txt_段1_Material1,10669.999999999995
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,7.079181246047625,,10.1007_s10570-014-0330-3_part_3.txt_段1_Material1,12000000.000000007
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.049218022670182,,10.1504_ijvnv.2010.036681_part_1.txt_段1_Material1,11200000.00000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(CCCCCO[*])=O,,6.556302500767287,,10.1590_s0104-14282013005000018_part_1.txt_段1_Material1,3599999.9999999963
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(F)(C(F)([*])F)F,,7.176091259055681,,10.1007_s10570-020-03456-4_part_3.txt_段1_Material1,15000000.000000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,7.017450729510536,,10.1007_s10570-021-04020-4_part_3.txt_段1_Material1,10409999.999999989
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.278753600952829,,10.1007_s10570-017-1361-3_part_1.txt_段1_Material1,1899999.9999999995
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,7.079181246047625,,10.1007_s12221-013-0266-5_part_1.txt_段1_Material3,12000000.000000007
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,5.181843587944773,,10.1002_pen.23928_part_1.txt_段1_Material2,152000.00000000003
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C(CCCCCO[*])=O,,5.181843587944773,,10.1002_pen.23928_part_1.txt_段1_Material1,152000.00000000003
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,4.340444114840119,,10.1016_j.polymertesting.2019.106286_part_2.txt_段1_Material1,21900.00000000005
OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.342422680822207,,10.3389_fchem.2014.00099_part_2.txt_段1_Material1,2200000.000000002
OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.447158031342219,,10.1002_pi.2833_part_2.txt_段1_Material1,280000.0000000001
OCC1OC(C(C(C1O[*])O)O)[*],C/C(C[*])=C/C[*],,6.350248018334163,,10.1016_j.matlet.2013.08.109_part_1.txt_段1_Material1,2240000.000000002
OCC1OC(C(C(C1O[*])O)O)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.361727836017593,,10.1007_s10570-014-0255-x_part_3.txt_段1_Material1,2300000.000000001
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(CCCCCO[*])=O,,4.176091259055681,,10.4028_www.scientific.net_kem.659.19_part_1.txt_段1_Material1,15000.000000000004
OCC1OC(C(C(C1O[*])O)O)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,5.507855871695831,,10.1007_s10570-011-9623-y_part_1.txt_段1_Material1,322000.00000000023
OCC1OC(C(C(C1O[*])O)O)[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,,6.732393759822968,,10.1007_s10570-019-02882-3_part_2.txt_段1_Material1,5399999.999999996
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,COC(C(C[*])([*])C)=O,,6.290034611362518,,10.1007_s10570-011-9580-5_part_3.txt_段1_Material2,1950000.0000000012
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],,6.204119982655925,,10.1007_s10570-018-02228-5_part_1.txt_段1_Material1,1600000.000000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.954242509439325,,10.1007_s10570-018-2044-4_part_2.txt_段1_Material1,9000000.000000007
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.698970004336019,,10.1007_s10570-014-0372-6_part_2.txt_段1_Material1,4999999.999999999
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C([*])C(C)O[*],,6.4623979978989565,,10.1007_s10570-018-1822-3_part_1.txt_段1_Material2,2900000.000000003
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C([*])CCCCCN[*],,6.698970004336019,,10.1007_s10570-020-03233-3_part_2.txt_段1_Material1,4999999.999999999
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,5.045322978786658,,10.1080_10601325.2013.792200_part_2.txt_段1_Material4,111000.00000000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.544068044350276,,10.1007_s10570-015-0798-5_part_6.txt_段1_Material1,3500000.0000000005
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,6.6020599913279625,,10.1007_s10570-015-0779-8_part_9.txt_段1_Material2,4000000.000000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1C(C(OC(C1OC2C(C(C(C(O2)CO)CO[*])O)O)COC3C(C(C(C(O3)CO)O)O)O)C[*])O,,7.589949601325708,,10.1021_acssuschemeng.7b02025_part_4.txt_段1_Material2,38900000.00000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.942504106168081,,10.1007_s10570-019-02755-9_part_1.txt_段1_Material1,8760000.000000006
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.079181246047625,,10.1504_ijvnv.2010.036681_part_2.txt_段1_Material1,12000000.000000007
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1O[*])O)O)[*],,6.838723190031372,,10.1007_s10924-011-0398-x_part_1.txt_段1_Material1,6897999.999999999
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.365487984890899,,10.1016_j.polymertesting.2018.03.043_part_3.txt_段1_Material1,2319999.9999999986
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C[*],,4.752355804153501,,10.4028_www.scientific.net_amr.511.24_part_1.txt_段1_Material1,56540.0
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.823545953567112,,10.1002_app.45968_part_2.txt_段1_Material1,6661099.999999994
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(CCCCCO[*])=O,,6.12057393120585,,10.1016_j.carbpol.2012.05.080_part_2.txt_段1_Material1,1319999.999999999
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.0,,10.1088_2058-8585_aae5d9_part_4.txt_段1_Material1,1000000.0
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([H])([H])C(O)([H])[*],,6.119317224092021,,10.5402_2012_154314_part_1.txt_段1_Material1,1316185.870000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C(C[*])=CC=C1)O,,6.69284691927723,,10.1007_s10570-012-9815-0_part_2.txt_段1_Material2,4929999.999999997
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.672097857935717,,10.26599_pbm.2018.9260024_OA_part_1.txt_段1_Material1,4699999.999999996
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=CC=C([*])N1,,6.980911937776844,,10.1007_s10570-016-1060-5_part_2.txt_段1_Material1,9570000.0
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,7.1003705451175625,,10.1007_s10570-020-03484-0_part_2.txt_段1_Material1,12599999.999999989
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,,7.176091259055681,,10.1016_j.compscitech.2017.07.011_part_4.txt_段1_Material1,15000000.000000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,6.612783856719736,,10.1016_j.foodhyd.2018.07.017_part_7.txt_段1_Material2,4100000.000000008
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C#N)[*],,6.886490725172482,,10.1002_adma.202000682_part_3.txt_段1_Material1,7700000.000000007
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C)(C(OCCO)=O)[*],,3.4727564493172123,,10.1007_s10570-020-03631-7_part_1.txt_段1_Material1,2969.9999999999995
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.812913356642856,,10.1007_s10570-019-02916-w_part_2.txt_段1_Material1,6500000.000000002
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,7.0,,10.1007_s00226-020-01211-3_part_1.txt_段1_Material2,10000000.0
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,5.477121254719663,,10.1016_j.colsurfb.2015.11.047_part_2.txt_段1_Material1,300000.0000000001
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCCCCOC(CCC([*])=O)=O,,6.161368002234975,,10.1007_s10570-014-0241-3_part_1.txt_段1_Material1,1450000.0000000012
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]O[C@H](C)CC([*])=O,,6.3979400086720375,,10.1016_j.carbpol.2011.08.038_part_1.txt_段1_Material1,2499999.9999999995
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,7.041392685158225,,10.1007_s10570-019-02417-w_part_1.txt_段1_Material1,11000000.000000007
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.861534410859038,,10.1007_s10570-014-0520-z_part_2.txt_段1_Material1,7270000.000000006
[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC[*],,6.113943352306837,,10.1002_app.45512_part_2.txt_段1_Material2,1300000.0000000005
[*]C(C(OC(CO[*])=O)C)=O,[*]OCC[*],,5.7160033436348,,10.1002_pat.1780_part_2.txt_段1_Material1,520000.0000000014
[*]C(C(O[*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.414973347970818,,10.3390_ma12203435_part_2.txt_段1_Material4,2600000.0000000014
[*]C(C(O[*])C)=O,[*]C(C)C(OCC(O[*])=O)=O,,6.146128035678238,,10.1080_03602551003681846_part_1.txt_段1_Material3,1400000.0000000005
[*]C(C(O[*])C)=O,[*]C(CCCCCO[*])=O,,6.531478917042255,,10.1016_j.msec.2017.03.134_part_5.txt_段1_Material1,3400000.000000002
[*]C(C(O[*])C)=O,[*]OCC[*],,5.447158031342219,,10.1166_jnn.2017.12717_part_1.txt_段1_Material1,280000.0000000001
[*]C(C)C(OCC(O[*])=O)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.778151250383644,,10.1080_09205063.2016.1184121_part_2.txt_段1_Material3,60000.00000000003
[*]C(C)C(OCC(O[*])=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.079181246047625,,10.1002_jbm.b.33726_part_2.txt_段1_Material1,1200000.0000000007
[*]C(C)C(OCC(O[*])=O)=O,[*]C(CCCCCO[*])=O,,5.954242509439325,,10.1080_03602551003681846_part_1.txt_段1_Material2,900000.0000000007
[*]C(C)C(OCC(O[*])=O)=O,[*]C(OCCCO[*])=O,,6.045322978786658,,10.1007_s00396-019-04595-2_part_2.txt_段1_Material1,1110000.0000000005
[*]C(C)C(OCC(O[*])=O)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,4.1476763242410986,,10.3389_fbioe.2020.00971_part_2.txt_段1_Material1,14049.999999999995
[*]C(C)C(OCC(O[*])=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.3979400086720375,,10.2478_s11696-013-0438-1_part_1.txt_段1_Material1,2499999.9999999995
[*]C(C)C(OCC(O[*])=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.556302500767287,,10.1002_mabi.201900105_part_1.txt_段1_Material1,3599999.9999999963
[*]C(C)C[*],C/C(C[*])=C/C[*],,6.079181246047625,,10.1088_1757-899x_957_1_012020_part_1.txt_段1_Material1,1200000.0000000007
[*]C(C)C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,5.444825199509748,,10.1177_0021998311413686_part_1.txt_段1_Material1,278500.00000000023
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.161368002234975,,10.1016_j.compscitech.2012.01.001_part_1.txt_段1_Material1,1450000.0000000012
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,6.418301291319746,,10.1515_polyeng.2011.057_part_1.txt_段1_Material1,2620000.0000000014
[*]C(C)C[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.301029995663981,,10.1016_j.compositesb.2015.05.046_part_4.txt_段1_Material1,2000000.0000000002
[*]C(C)C[*],O=C(O)C([*])C[*],,6.079181246047625,,10.1002_app.46597_part_1.txt_段1_Material1,1200000.0000000007
[*]C(C)C[*],O=C([*])C(C)O[*],,6.544068044350276,,10.1016_j.compositesa.2015.03.029_part_2.txt_段1_Material1,3500000.0000000005
