SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,来源,Swelling Ratio (times),Young's Modulus
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](C)(C[*])O[*],,3.857332496431269,10.5254_rct.15.84885_part_1.txt_段1_Material1,,7200.000000000008
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](O[*])(C)[*],,3.792391689498254,10.4236_ojsta.2015.43005_OA_part_3.txt_段1_Material1,,6200.0
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(O)C([*])C[*],,4.382017042574868,10.1016_j.polymer.2013.07.005_part_2.txt_段1_Material1,,24100.0
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C([*])C(C)O[*],,6.079181246047625,10.1088_1361-665x_aab417_part_2.txt_段1_Material1,,1200000.0000000007
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,5.658011396657113,10.1080_03602559.2012.671426_part_1.txt_段1_Material1,,455000.0000000002
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C1CCCN1C([*])C[*],,3.8790958795000727,10.1016_j.matdes.2013.11.029_part_1.txt_段1_Material1,,7569.999999999999
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C)C[*],,6.079181246047625,10.4028_www.scientific.net_amr.849.121_part_1.txt_段1_Material1,,1200000.0000000007
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(CCCCCO[*])=O,,4.495544337546448,10.1177_0095244314568691_part_3.txt_段1_Material3,,31299.99999999999
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.102135154272175,10.1002_app.41849_part_2.txt_段1_Material1,,1265130.000000001
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(OCCCO[*])=O,,3.462397997898956,10.1021_bm2007218_part_2.txt_段1_Material2,,2900.0
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.049218022670182,10.1002_app.51014_part_2.txt_段1_Material3,,1120000.000000001
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1=CC=C([*])N1,,4.303196057420489,10.1016_j.synthmet.2020.116414_part_2.txt_段1_Material2,,20099.99999999999
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C#N)[*],,5.505149978319906,10.1007_s10965-010-9438-9_part_1.txt_段1_Material1,,320000.00000000023
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,4.3979400086720375,10.1088_1361-665x_ab20a2_part_3.txt_段1_Material1,,24999.999999999996
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,4.721810615212546,10.1002_pc.24387_part_2.txt_段1_Material1,,52699.99999999996
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC=CCCC(C#N)[*],,4.505149978319906,10.1007_s13233-014-2077-y_part_1.txt_段1_Material3,,32000.000000000025
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,,4.5910646070265,10.1007_s13233-014-2077-y_part_1.txt_段1_Material1,,39000.00000000011
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OCC[*],,2.6020599913279625,10.1007_s10853-016-0689-7_part_1.txt_段1_Material1,,400.0000000000001
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.008600171761917,10.1002_app.39670_part_2.txt_段1_Material1,,1019.9999999999987
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,,5.949390006644912,10.1080_03602559.2013.820757_part_2.txt_段1_Material1,,889999.9999999991
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.170555058521209,10.1080_00222341003652260_part_2.txt_段1_Material1,,1481000.0000000002
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.380211241711606,10.1016_j.eurpolymj.2013.06.038_part_2.txt_段1_Material1,,2400000.000000002
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.32221929473392,10.1021_acssuschemeng.5b00816_part_2.txt_段1_Material1,,2100000.0000000056
[*]C([H])([H])C(O)([H])[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.898664858722267,10.1002_app.32242_part_2.txt_段1_Material1,,7918900.0000000065
[*]C([H])([H])C(O)([H])[*],[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,,5.653212513775344,10.1016_j.ijimpeng.2020.103654_part_5.txt_段1_Material1,,450000.0000000003
[*]C([H])([H])C(O)([H])[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.939519252618618,10.1007_s10570-017-1387-6_part_3.txt_段1_Material1,,8699999.999999994
[*]C/C=C(C[*])\Cl,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.942008053022313,10.3390_ma11112175_part_2.txt_段1_Material3,,8749.999999999998
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,C[Si](C)(C[*])O[*],,7.08278537031645,10.1177_0954008309358469_part_3.txt_段1_Material1,,12099999.999999993
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]C(F)(C(F)([*])F)F,,6.133538908370218,10.1080_10402004.2019.1641645_part_2.txt_段1_Material1,,1360000.0000000012
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,7.57978359661681,10.1016_j.polymer.2015.08.053_part_4.txt_段1_Material1,,38000000.0
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[*]OCC[*],,5.27415784926368,10.1039_c9tb02769f_part_6.txt_段1_Material1,,187999.99999999988
[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.763427993562937,10.1002_app.39324_part_1.txt_段1_Material1,,5799999.999999994
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,8.229681842317676,10.1016_j.polymer.2018.07.001_part_2.txt_段1_Material1,,169700000.0000002
[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.414973347970818,10.1002_app.33461_part_1.txt_段1_Material1,,260000000.00000012
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,6.506505032404872,10.1016_j.compositesb.2015.12.008_part_2.txt_段1_Material1,,3210000.000000002
[*]CC(C#N)[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,7.860936620700094,10.1016_j.compscitech.2017.05.029_part_2.txt_段1_Material1,,72600000.0
[*]CC(C#N)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.09642333059527,10.1002_pc.24742_part_1.txt_段1_Material1,,124859999.99999984
[*]CC(C1=CC=CC=C1)[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,5.738066714777469,10.1002_app.47740_part_2.txt_段1_Material1,,547099.9999999998
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.301029995663981,10.1016_j.apsusc.2017.12.168_part_1.txt_段1_Material1,,2000000.0
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.380211241711606,10.1002_app.51250_part_2.txt_段1_Material2,,2400000.000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.32221929473392,10.1002_app.48310_part_1.txt_段1_Material1,,2100000.0000000056
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,COC(C(C[*])([*])C)=O,,5.886490725172482,10.1002_app.50550_part_4.txt_段1_Material1,,770000.0000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C[Si](O[*])(C)[*],,5.725911632295048,10.1002_pc.24285_part_1.txt_段1_Material1,,532000.0000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,5.413132050434872,10.3390_coatings8110411_part_1.txt_段1_Material1,,258900.00000000015
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,8.071882007306126,10.1002_pc.23035_part_1.txt_段1_Material1,,118000000.00000016
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.982271233039568,10.1007_s12221-015-5305-y_part_1.txt_段1_Material1,,959999.9999999992
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])C(C)O[*],,6.973127853599698,10.1016_j.polymertesting.2020.106923_part_1.txt_段1_Material1,,9399999.999999993
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.077731179652392,10.1080_03602559.2011.566298_part_1.txt_段1_Material1,,1195999.9999999988
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.3979400086720375,10.1007_s10570-016-1005-z_part_3.txt_段1_Material1,,2499999.9999999995
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,7.294466226161593,10.4028_www.scientific.net_amr.197-198.1532_part_1.txt_段1_Material1,,19700000.00000002
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,7.333648756514701,10.3390_polym12071501_part_1.txt_段1_Material1,,21559999.999999985
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.793755472155577,10.1016_j.compositesa.2010.05.010_part_1.txt_段1_Material1,,62194999.99999996
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1O[*])O)O)[*],,6.087071205906535,10.1016_j.compscitech.2021.108884_part_1.txt_段1_Material1,,1221999.9999999995
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.0,10.1002_pc.25253_part_2.txt_段1_Material1,,1000000.0
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C)C[*],,6.544068044350276,10.1016_j.compositesa.2017.03.027_part_5.txt_段1_Material1,,3500000.0000000005
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,,7.845098040014257,10.1177_1369433220933461_part_1.txt_段1_Material1,,70000000.00000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(CCCCCO[*])=O,,7.301029995663981,10.1016_j.polymer.2016.03.052_part_2.txt_段1_Material1,,20000000.000000004
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.975431808509263,10.1177_0731684413480007_part_2.txt_段1_Material1,,9449999.999999993
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C([H])([H])C(O)([H])[*],,6.184691430817598,10.1177_0021998320969793_part_2.txt_段1_Material1,,1529999.9999999986
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C/C=C/CCC(C/C=C\C[*])C=C,,6.281033367247727,10.1002_app.35417_part_1.txt_段1_Material1,,1909999.9999999984
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C/C=C\CCC(C=C)[*],,5.012837224705172,10.1002_pc.24852_part_2.txt_段1_Material1,,102999.99999999996
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(C#N)[*],,7.735997884091794,10.1016_j.arabjc.2015.03.019_part_2.txt_段1_Material1,,54450000.0
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,5.301029995663981,10.1039_c8nj05653f_part_4.txt_段1_Material1,,200000.00000000003
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.618633737597086,10.1007_s10570-021-03752-7_part_3.txt_段1_Material1,,4155600.0
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC([*])Cl,,7.665017825412472,10.1177_0731684420921952_part_2.txt_段1_Material1,,46239999.99999997
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CCC1C([*])C2CCC1C2,,6.361727836017593,10.3144_expresspolymlett.2020.31_part_2.txt_段1_Material1,,2300000.000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CCN[*],,6.886490725172482,10.1002_pc.25839_part_1.txt_段1_Material1,,7700000.000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CNCC1=CC=CC([*])=C1O,,6.079181246047625,10.1016_j.matdes.2016.08.095_part_3.txt_段1_Material1,,1200000.0000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.744918542441353,10.1002_app.50869_part_2.txt_段1_Material1,,5558000.000000004
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,5.2455126678141495,10.1002_pc.22313_part_1.txt_段1_Material1,,175999.99999999985
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCC[*],,6.047140468477217,10.1002_pen.23733_part_1.txt_段1_Material1,,1114655.000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,7.204119982655925,10.1088_1757-899x_454_1_012082_part_1.txt_段1_Material1,,16000000.00000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,,6.900312496983727,10.1080_15376494.2013.834093_part_1.txt_段1_Material3,,7949000.0
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]C(CCCCCO[*])=O,,6.0,10.1016_j.eurpolymj.2012.10.015_part_2.txt_段1_Material1,,1000000.0
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]OCC[*],,6.3807537708039,10.1016_j.indcrop.2021.113804_part_2.txt_段1_Material1,,2403000.0000000005
[*]CC(OC(O[*])=O)C,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.382233234970556,10.1007_s10118-014-1518-6_part_2.txt_段1_Material1,,2411199.9999999977
[*]CC=CCCC(C#N)[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,5.816506437046357,10.1016_j.apsusc.2015.10.137_part_3.txt_段1_Material3,,655399.9999999998
[*]CC=CCCC(C#N)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.833147111912785,10.3390_ma11112175_part_2.txt_段1_Material2,,6809.999999999999
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.589949601325708,10.3390_ma11112175_part_2.txt_段1_Material4,,3890.000000000004
[*]CCC(CCCC(CCCC(C[*])C)C)C,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,6.491361693834273,10.1016_j.compscitech.2018.02.039_part_4.txt_段1_Material1,,3100000.000000003
[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.709269960975831,10.3390_ma11112175_part_2.txt_段1_Material5,,5120.000000000001
[*]CCN[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.778874472002739,10.1007_s10965-013-0077-9_part_2.txt_段1_Material3,,6009999.999999995
[*]CCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.3979400086720375,10.5762_kais.2014.15.2.1216_OA_part_1.txt_段1_Material1,,2499999.9999999995
[*]CCN[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.247924190766308,10.1016_j.polymer.2018.09.012_part_5.txt_段1_Material1,,1769799.9999999998
[*]CCN[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.445311461756064,10.1177_0021998318755542_part_2.txt_段1_Material1,,2788120.0
[*]CC[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.220108088040055,10.4028_www.scientific.net_msf.659.85_part_1.txt_段1_Material1,,1659999.9999999995
[*]CC[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.6020599913279625,10.1515_polyeng-2013-0155_part_1.txt_段1_Material1,,4000000.000000001
[*]CC[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,5.687261346243506,10.1002_pen.21668_part_1.txt_段1_Material1,,486699.99999999977
[*]CC[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,5.552668216112194,10.1051_e3sconf_202341302037_OA_part_1.txt_段1_Material1,,357000.00000000035
[*]CC[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,5.895422546039408,10.1002_pc.23148_part_1.txt_段1_Material1,,786000.0000000007
[*]CC[*],[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,6.100752969451338,10.1002_app.47812_part_2.txt_段1_Material1,,1261109.9999999993
[*]CC[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.929418925714293,10.5402_2011_718761_part_1.txt_段1_Material1,,85000000.00000003
[*]CNCC1=CC=CC([*])=C1O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.240798771117332,10.1177_1045389x17708041_part_2.txt_段1_Material1,,174100.00000000015
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,C[Si](C)(C[*])O[*],,6.05307844348342,10.1515_epoly-2024-0104_OA_part_2.txt_段1_Material1,,1130000.0000000005
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,C[Si](O[*])(C)[*],,6.008600171761918,10.1021_acsapm.9b00484_part_5.txt_段1_Material1,,1020000.0000000008
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C(CCCCCO[*])=O,,4.954242509439325,10.1088_0964-1726_21_4_042001_part_1.txt_段1_Material1,,90000.00000000007
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.770115294787102,10.1016_j.ceramint.2020.07.340_part_2.txt_段1_Material3,,5890000.000000004
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]C1=NC2=CC3=C(C=C2O1)OC(C4=CC=C(C=C4)[*])=N3,,6.418301291319746,10.1016_j.polymer.2013.03.001_part_2.txt_段1_Material2,,2620000.0000000014
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(C#N)[*],,7.0220157398177205,10.1016_j.polymer.2016.02.056_part_2.txt_段1_Material1,,10520000.000000007
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,5.395850376018781,10.1016_j.polymertesting.2020.106733_part_2.txt_段1_Material1,,248799.99999999985
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C(F)(C(F)([*])F)F,,6.74154551677621,10.1515_polyeng-2011-0156_part_1.txt_段1_Material2,,5515000.000000004
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,5.698970004336019,10.1080_25740881.2020.1793197_part_2.txt_段1_Material1,,500000.0
[*]OC(CC(OC(CC([*])=O)CC)=O)C,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.340444114840119,10.1016_j.compositesb.2020.108542_part_2.txt_段1_Material5,,2190000.000000005
[*]OC1=C(C([*])=CC=C1C)C,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.286456469746983,10.1007_s10853-010-5037-8_part_1.txt_段1_Material2,,1934000.0
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,C/C(C[*])=C/C[*],,5.944482672150168,10.1021_acsomega.8b00490_part_2.txt_段1_Material4,,879999.9999999992
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.3979400086720375,10.1002_adv.21443_part_1.txt_段1_Material1,,2499999.9999999995
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,,6.1702617153949575,10.1080_00222348.2014.939525_part_3.txt_段1_Material1,,1480000.0000000005
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.442479769064448,10.1016_j.compositesa.2016.07.017_part_1.txt_段1_Material1,,276999.99999999977
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,7.397940008672037,10.1016_j.compstruct.2010.05.004_part_1.txt_段1_Material1,,24999999.99999994
[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.079181246047625,10.1021_acs.macromol.9b02359_part_1.txt_段1_Material1,,1200000.0000000007
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,6.795880017344075,10.1021_acsnano.7b03119_part_1.txt_段1_Material1,,6249999.999999996
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.176091259055681,10.1016_j.tibtech.2018.04.004_part_3.txt_段1_Material10,,1500000.0000000005
[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.301029995663981,10.1007_s00595-017-1615-6_part_1.txt_段1_Material1,,20000.000000000004
